,Name,Year,Genre,Director,Star1,Star2,Star3,Star4,Star5,Runtime,Rating,Metascore,IMDB rating,Votes,Gross,Inflation adjusted,numStarW,numStarN,starWon,starNom,numMovieW,numMovieN,numOtherW,numOtherN
10716,The Banger Sisters,2002,24,Bob Dolman,Susan Sarandon,Goldie Hawn,Geoffrey Rush,Erika Christensen,,98,2,48,5.6,13757,30310000,42591464,3,7,0,0,0,0,0,0
10717,Hit and Run,2012,222,David Palmer,Dax Shepard,Dax Shepard,Kristen Bell,Bradley Cooper,Kristin Chenoweth,100,2,50,6.1,32249,13750000,15137347,0,0,0,0,0,0,0,0
10718,Les anges exterminateurs,2006,193,Jean-Claude Brisseau,Frédéric van den Driessche,Maroussia Dubreuil,Lise Bellynck,Marie Allan,,100,6,54,5.5,2762,20000,25076,0,0,0,0,0,0,0,0
10719,Wag the Dog,1997,24,Barry Levinson,Dustin Hoffman,Robert De Niro,Anne Heche,Woody Harrelson,,97,2,73,7.1,74034,43020000,67741953,4,9,0,1,0,0,0,0
10720,Cooties,2014,232,Jonathan Milott,Cary Murnion,Elijah Wood,Rainn Wilson,Alison Pill,Jack McBrayer,88,6,49,5.7,20329,60000,64061,0,0,0,0,0,0,0,0
10721,Krampus,2015,141,Michael Dougherty,Adam Scott,Toni Collette,David Koechner,Allison Tolman,,98,2,49,6.2,54831,42590000,45418792,0,1,0,0,0,0,0,0
10722,The Family Stone,2005,79,Thomas Bezucha,Dermot Mulroney,Sarah Jessica Parker,Claire Danes,Diane Keaton,,103,0,56,6.3,56249,60060000,77733649,1,3,0,0,0,0,0,0
10723,Harold & Kumar Escape from Guantanamo Bay,2008,128,Jon Hurwitz,Hayden Schlossberg,John Cho,Kal Penn,Neil Patrick Harris,Rob Corddry,104,2,57,6.6,124024,38090000,44716658,0,0,0,0,0,0,0,0
10724,Angels in the Outfield,1994,21,William Dear,Danny Glover,Brenda Fricker,Tony Danza,Christopher Lloyd,,102,0,44,6.1,26163,50240000,85671350,1,0,0,0,0,0,0,0
10725,Runaway Train,1985,37,Andrey Konchalovskiy,Jon Voight,Eric Roberts,Rebecca De Mornay,Kyle T. Heffner,,111,3,67,7.3,24101,7940000,18657362,1,1,0,2,0,0,0,0
10726,Reign Over Me,2007,11,Mike Binder,Adam Sandler,Don Cheadle,Jada Pinkett Smith,Liv Tyler,,124,2,61,7.5,89572,19660000,23966399,0,1,0,0,0,0,0,0
10727,Chinjeolhan geumjassi,2005,27,Chan-wook Park,Yeong-ae Lee,Min-sik Choi,Shi-hoo Kim,Yea-young Kwon,,115,3,75,7.6,63783,210000,271796,0,0,0,0,0,0,0,0
10728,Not Fade Away,2012,11,David Chase,John Magaro,Jack Huston,Will Brill,Brahm Vaccarella,,112,2,65,6.0,4069,610000,671548,0,0,0,0,0,0,0,0
10729,3 Ninjas,1992,196,Jon Turteltaub,Victor Wong,Michael Treanor,Max Elliott Slade,Chad Power,,84,0,36,5.3,18611,29000000,52239159,0,0,0,0,0,0,0,0
10730,Vampire Hunter D: Bloodlust,2000,337,Yoshiaki Kawajiri,Andrew Philpot,John Rafter Lee,Pamela Adlon,Wendee Lee,,103,2,62,7.7,26515,150000,220174,0,0,0,0,0,0,0,0
10731,Are We There Yet?,2005,58,Brian Levant,Ice Cube,Nia Long,Aleisha Allen,Philip Bolden,,95,0,27,4.6,26489,82670000,106997015,0,0,0,0,0,0,0,0
10732,L'ennemi public n°1,2008,217,Jean-François Richet,Vincent Cassel,Ludivine Sagnier,Mathieu Amalric,Samuel Le Bihan,,133,2,72,7.5,26485,280000,328713,0,0,0,0,0,0,0,0
10733,The Hills Have Eyes,1977,34,Wes Craven,Suze Lanier-Bramlett,Robert Houston,Martin Speer,Dee Wallace,,90,8,64,6.4,26477,25000000,104259365,0,0,0,0,0,0,0,0
10734,Hatchet,2006,55,Adam Green,Kane Hodder,Joel David Moore,Deon Richmond,Amara Zaragoza,,85,5,57,5.7,26467,160000,200611,0,0,0,0,0,0,0,0
10735,Miss Potter,2006,68,Chris Noonan,Renée Zellweger,Ewan McGregor,Emily Watson,Barbara Flynn,,88,0,57,7.0,26453,2980000,3736381,1,4,0,0,0,0,0,0
10736,The Omega Man,1971,99,Boris Sagal,Charlton Heston,Anthony Zerbe,Rosalind Cash,Paul Koslo,,98,2,56,6.6,26439,8720000,54432492,1,0,0,0,0,0,0,0
10737,Tequila Sunrise,1988,158,Robert Towne,Mel Gibson,Michelle Pfeiffer,Kurt Russell,Raul Julia,,115,8,62,6.0,26434,41290000,88251190,0,0,0,0,0,0,0,0
10738,The Adventures of Sharkboy and Lavagirl 3-D,2005,8,Robert Rodriguez,Cayden Boyd,George Lopez,Kristin Davis,David Arquette,,93,1,38,3.5,26427,39180000,50709363,0,0,0,0,0,0,0,0
10739,Universal Soldier: The Return,1999,36,Mic Rodgers,Jean-Claude Van Damme,Bill Goldberg,Heidi Schanz,Michael Jai White,,83,2,24,4.2,26388,10430000,15826392,0,0,0,0,0,0,0,0
10740,Damien: Omen II,1978,83,Don Taylor,Mike Hodges,William Holden,Lee Grant,Jonathan Scott-Taylor,Robert Foxworth,107,3,45,6.3,26348,3880000,15033827,2,5,0,0,0,0,0,0
10741,Mannequin,1987,112,Michael Gottlieb,Andrew McCarthy,Kim Cattrall,Estelle Getty,James Spader,,90,0,21,5.8,26332,42720000,95030888,0,0,0,0,0,0,0,0
10742,Henry V,1989,14,Kenneth Branagh,Kenneth Branagh,Derek Jacobi,Simon Shepherd,James Larkin,,137,8,83,7.6,26313,10160000,20715538,0,0,0,1,0,0,0,0
10743,The Immigrant,2013,1,James Gray,Marion Cotillard,Joaquin Phoenix,Jeremy Renner,Dagmara Dominczyk,,120,0,77,6.6,26277,2010000,2180859,1,5,0,0,0,0,0,0
10744,99 Homes,2014,11,Ramin Bahrani,Andrew Garfield,Michael Shannon,Laura Dern,Clancy Brown,,112,2,76,7.1,26273,1410000,1505435,0,2,0,0,0,0,0,0
10745,The Conspirator,2010,135,Robert Redford,Robin Wright,James McAvoy,Tom Wilkinson,Kevin Kline,,122,2,55,6.9,26268,11540000,13376614,1,2,0,0,0,0,0,0
10746,Ingrid Goes West,2017,24,Matt Spicer,Aubrey Plaza,Elizabeth Olsen,O'Shea Jackson Jr.,Wyatt Russell,,98,2,71,6.6,26247,3020000,3114127,0,0,0,0,0,0,0,0
10747,The Tailor of Panama,2001,234,John Boorman,Pierce Brosnan,Geoffrey Rush,Jamie Lee Curtis,Leonor Varela,,109,2,66,6.2,26219,13730000,19599327,1,2,0,0,0,0,0,0
10748,A Little Bit of Heaven,2011,78,Nicole Kassell,Kate Hudson,Gael García Bernal,Kathy Bates,Peter Dinklage,,106,8,14,6.3,26217,10000,11237,1,3,0,0,0,0,0,0
10749,Sliver,1993,17,Phillip Noyce,Sharon Stone,William Baldwin,Tom Berenger,Polly Walker,,107,6,38,5.0,26172,36300000,63514293,0,1,0,0,0,0,0,0
10750,Angels in the Outfield,1994,21,William Dear,Danny Glover,Brenda Fricker,Tony Danza,Christopher Lloyd,,102,0,44,6.1,26163,50240000,85671350,1,0,0,0,0,0,0,0
10751,Frankie and Johnny,1991,79,Garry Marshall,Al Pacino,Michelle Pfeiffer,Hector Elizondo,Nathan Lane,,118,2,66,6.7,26152,22770000,42259070,0,8,0,0,0,0,0,0
10752,Cleopatra,1963,42,Joseph L. Mankiewicz,Elizabeth Taylor,Richard Burton,Rex Harrison,Pamela Brown,,192,0,60,7.0,26138,57780000,476879688,1,5,0,1,0,0,0,0
10753,Another Year,2010,24,Mike Leigh,Jim Broadbent,Ruth Sheen,Lesley Manville,Oliver Maltman,,129,2,80,7.3,26112,3210000,3720878,1,0,0,0,0,0,0,0
10754,Virtuosity,1995,160,Brett Leonard,Denzel Washington,Russell Crowe,Kelly Lynch,Stephen Spinella,,106,3,39,5.6,26103,24050000,39891930,1,2,0,0,0,0,0,0
10755,Above the Law,1988,3,Andrew Davis,Steven Seagal,Pam Grier,Henry Silva,Ron Dean,,99,6,45,6.0,26068,18870000,40331798,0,0,0,0,0,0,0,0
10756,Village of the Damned,1995,57,John Carpenter,Christopher Reeve,Kirstie Alley,Linda Kozlowski,Michael Paré,,99,2,41,5.6,26019,9420000,15625030,0,0,0,0,0,0,0,0
10757,Hard Ball,2001,87,Brian Robbins,Keanu Reeves,Diane Lane,John Hawkes,Bryan Hearne,,106,0,48,6.4,26000,40220000,57413324,0,0,0,0,0,0,0,0
10758,Lone Star,1996,146,John Sayles,Chris Cooper,Elizabeth Peña,Stephen Mendillo,Stephen J. Lang,,135,7,78,7.5,25959,13270000,21384241,0,0,0,0,0,0,0,0
10759,Primary Colors,1998,24,Mike Nichols,John Travolta,Emma Thompson,Kathy Bates,Larry Hagman,,143,0,70,6.7,25924,38970000,60426583,2,4,0,1,0,0,0,0
10760,How I Live Now,2013,191,Kevin Macdonald,Saoirse Ronan,Tom Holland,George MacKay,Harley Bird,,101,2,57,6.5,25922,60000,65100,0,1,0,0,0,0,0,0
10761,Mermaids,1990,79,Richard Benjamin,Cher,Bob Hoskins,Winona Ryder,Michael Schoeffling,,110,4,56,6.6,25906,35420000,68520241,1,2,0,0,0,0,0,0
10762,1492: Conquest of Paradise,1992,56,Ridley Scott,Gérard Depardieu,Armand Assante,Sigourney Weaver,Loren Dean,,154,8,47,6.5,25903,7190000,12951709,0,2,0,0,0,0,0,0
10763,The Quiet American,2002,156,Phillip Noyce,Michael Caine,Brendan Fraser,Thi Hai Yen Do,Rade Serbedzija,,101,0,84,7.1,25894,12990000,18253485,2,3,0,1,0,0,0,0
10764,Kokuriko-zaka kara,2011,153,Gorô Miyazaki,Sarah Bolger,Chris Noth,Anton Yelchin,Christina Hendricks,,91,0,71,7.5,25887,1000000,1123679,0,0,0,0,0,0,0,0
10765,Tôkyô goddofâzâzu,2003,5,Satoshi Kon,Shôgo Furuya,Tôru Emori,Yoshiaki Umegaki,Aya Okamoto,Shôzô Îzuka,93,2,73,7.9,25886,130000,178621,0,0,0,0,0,0,0,0
10766,Bobby,2006,42,Emilio Estevez,Anthony Hopkins,Demi Moore,Sharon Stone,Harry Belafonte,,117,6,54,7.0,39932,11240000,14092926,1,4,0,0,0,0,0,0
10767,Jane Eyre,2011,1,Cary Joji Fukunaga,Mia Wasikowska,Michael Fassbender,Jamie Bell,Su Elliot,,120,0,76,7.4,74062,11240000,12630155,0,0,0,0,0,0,0,0
10768,Chill Factor,1999,8,Hugh Johnson,Cuba Gooding Jr.,Skeet Ulrich,Peter Firth,David Paymer,,102,2,33,5.2,8907,11230000,17040305,0,2,0,0,0,0,0,0
10769,"The Adventures of Priscilla, Queen of the Desert",1994,117,Stephan Elliott,Hugo Weaving,Guy Pearce,Terence Stamp,Rebel Penfold-Russell,,104,6,68,7.5,42756,11220000,19132813,0,1,0,0,0,0,0,0
10770,Be Kind Rewind,2008,29,Michel Gondry,Jack Black,Yasiin Bey,Danny Glover,Mia Farrow,,102,0,52,6.4,85487,11170000,13113286,0,0,0,0,0,0,0,0
10771,Barney's Great Adventure,1998,165,Steve Gomer,George Hearn,Shirley Douglas,Trevor Morgan,Alan Fawcett,,76,1,44,3.0,2975,11140000,17273599,0,0,0,0,0,0,0,0
10772,Café Society,2016,79,Woody Allen,Jesse Eisenberg,Kristen Stewart,Steve Carell,Blake Lively,,96,0,64,6.6,61228,11100000,11689776,0,2,0,0,0,0,0,0
10773,Big Trouble in Little China,1986,8,John Carpenter,Kurt Russell,Kim Cattrall,Dennis Dun,James Hong,,99,2,53,7.3,111409,11100000,25596869,0,0,0,0,0,0,0,0
10774,Michael Collins,1996,98,Neil Jordan,Liam Neeson,Aidan Quinn,Julia Roberts,Ian Hart,,133,2,60,7.2,27419,11090000,17871231,0,3,0,0,0,0,0,0
10775,Hellbound: Hellraiser II,1988,34,Tony Randel,Doug Bradley,Ashley Laurence,Clare Higgins,Kenneth Cranham,,97,6,41,6.5,36888,11090000,23703214,0,0,0,0,0,0,0,0
10776,Mad Dog and Glory,1993,109,John McNaughton,Robert De Niro,Uma Thurman,Bill Murray,David Caruso,,97,6,71,6.2,19085,11080000,19386732,2,4,0,0,0,0,0,0
10777,Wild Orchid,1989,1,Zalman King,Mickey Rourke,Jacqueline Bisset,Carré Otis,Assumpta Serna,,105,6,19,4.6,10368,11060000,22550576,0,0,0,0,0,0,0,0
10778,Krush Groove,1985,61,Michael Schultz,Sheila E.,Joseph Simmons,Darryl McDaniels,Jason Mizell,,97,0,37,6.5,2607,11050000,25965220,0,0,0,0,0,0,0,0
10779,Shi mian mai fu,2004,37,Yimou Zhang,Ziyi Zhang,Takeshi Kaneshiro,Andy Lau,Dandan Song,,119,2,89,7.6,101519,11050000,14786864,0,0,0,0,0,0,0,0
10780,In the Land of Women,2007,79,Jonathan Kasdan,Adam Brody,Kristen Stewart,Meg Ryan,Elena Anaya,,97,0,47,6.5,29944,11040000,13458243,0,0,0,0,0,0,0,0
10781,Mrs Henderson Presents,2005,61,Stephen Frears,Judi Dench,Bob Hoskins,Christopher Guest,Will Young,,103,2,71,7.0,14561,11030000,14275760,1,4,0,0,0,0,0,0
10782,Lords of Dogtown,2005,75,Catherine Hardwicke,Heath Ledger,Emile Hirsch,Victor Rasuk,Johnny Knoxville,,107,2,56,7.1,48844,11010000,14249875,0,0,0,0,0,0,0,0
10783,The Young Victoria,2009,42,Jean-Marc Vallée,Emily Blunt,Rupert Friend,Paul Bettany,Miranda Richardson,,105,0,64,7.3,53453,11000000,12959789,0,2,0,0,0,0,0,0
10784,Sleepaway Camp,1983,83,Robert Hiltzik,Felissa Rose,Jonathan Tiersten,Karen Fields,Christopher Collet,,84,2,58,6.3,21594,11000000,27915203,0,0,0,0,0,0,0,0
10785,The Astronaut Farmer,2006,28,Michael Polish,Billy Bob Thornton,Virginia Madsen,Bruce Dern,Max Thieriot,,104,0,55,6.3,21252,11000000,13792009,0,4,0,0,0,0,0,0
10786,Who's Harry Crumb?,1989,76,Paul Flaherty,John Candy,Jeffrey Jones,Annie Potts,Tim Thomerson,,94,0,44,5.8,14205,10980000,22387462,0,0,0,0,0,0,0,0
10787,D-War,2007,84,Hyung-rae Shim,Jason Behr,Amanda Brooks,Robert Forster,Craig Robinson,,90,2,33,3.6,22734,10980000,13385100,0,1,0,0,0,0,0,0
10788,Antitrust,2001,3,Peter Howitt,Ryan Phillippe,Tim Robbins,Rachael Leigh Cook,Claire Forlani,,105,0,31,6.1,27280,10970000,15659477,0,1,0,0,0,0,0,0
10789,Doomsday,2008,99,Neil Marshall,Rhona Mitra,Bob Hoskins,Alexander Siddig,Caryn Peterson,,108,3,51,6.0,68360,10960000,12866752,0,1,0,0,0,0,0,0
10790,Cookie's Fortune,1999,24,Robert Altman,Glenn Close,Julianne Moore,Liv Tyler,Chris O'Donnell,,118,8,70,6.9,11929,10920000,16569914,0,6,0,0,0,0,0,0
10791,Stop-Loss,2008,41,Kimberly Peirce,Ryan Phillippe,Abbie Cornish,Joseph Gordon-Levitt,Rob Brown,,112,6,61,6.5,18961,10910000,12808053,0,0,0,0,0,0,0,0
10792,Freeway,1996,109,Matthew Bright,Reese Witherspoon,Kiefer Sutherland,Bokeem Woodbine,Paul Perri,,102,6,61,6.9,24559,300000,483442,0,0,0,0,0,0,0,0
10793,Starsky & Hutch,2004,70,Todd Phillips,Ben Stiller,Owen Wilson,Snoop Dogg,Vince Vaughn,,101,2,55,6.1,130684,88240000,118080803,0,0,0,0,0,0,0,0
10794,We Own the Night,2007,27,James Gray,Joaquin Phoenix,Mark Wahlberg,Eva Mendes,Danny Hoch,,117,2,59,6.9,79392,28560000,34815888,0,3,0,0,0,0,0,0
10795,French Kiss,1995,79,Lawrence Kasdan,Meg Ryan,Kevin Kline,Timothy Hutton,Jean Reno,,111,8,50,6.6,43631,38900000,64523745,2,0,0,0,0,0,0,0
10796,Sanctum,2011,72,Alister Grierson,Rhys Wakefield,Allison Cratchley,Christopher James Baker,Richard Roxburgh,,108,2,42,5.9,51055,23070000,25923280,0,0,0,0,0,0,0,0
10797,Short Cuts,1993,24,Robert Altman,Andie MacDowell,Julianne Moore,Tim Robbins,Bruce Davison,,188,2,79,7.7,39300,6110000,10690698,0,1,0,0,0,0,0,0
10798,The Devil's Double,2011,98,Lee Tamahori,Dominic Cooper,Ludivine Sagnier,Raad Rawi,Philip Quast,,109,3,52,7.1,58079,1360000,1528204,0,0,0,0,0,0,0,0
10799,Rachel Getting Married,2008,1,Jonathan Demme,Anne Hathaway,Rosemarie DeWitt,Debra Winger,Sebastian Stan,,113,6,82,6.7,44770,12800000,15026863,0,3,0,1,0,0,0,0
10800,The Two Faces of January,2014,335,Hossein Amini,Viggo Mortensen,Kirsten Dunst,Oscar Isaac,Daisy Bevan,,96,0,66,6.2,27255,510000,544519,0,1,0,0,0,0,0,0
10801,The Squid and the Whale,2005,24,Noah Baumbach,Owen Kline,Jeff Daniels,Laura Linney,Jesse Eisenberg,,81,2,82,7.4,68887,7360000,9525802,0,2,0,0,0,0,0,0
10802,The Disappointments Room,2016,155,D.J. Caruso,Kate Beckinsale,Mel Raido,Duncan Joiner,Lucas Till,,85,6,31,3.9,8018,2410000,2538051,0,0,0,0,0,0,0,0
10803,Blow Out,1981,43,Brian De Palma,John Travolta,Nancy Allen,John Lithgow,Dennis Franz,,108,3,85,7.4,36649,13750000,38223181,0,1,0,0,0,0,0,0
10804,Step Up 2: The Streets,2008,168,Jon M. Chu,Robert Hoffman,Briana Evigan,Cassie Ventura,Adam Sevani,,98,0,50,6.3,75533,58020000,68113953,0,0,0,0,0,0,0,0
10805,How to Be a Latin Lover,2017,24,Ken Marino,Eugenio Derbez,Salma Hayek,Raphael Alejandro,Rob Lowe,,115,8,54,5.9,11377,32090000,33090181,0,1,0,0,0,0,0,0
10806,Jem and the Holograms,2015,12,Jon M. Chu,Aubrey Peeples,Stefanie Scott,Aurora Perrineau,Hayley Kiyoko,,118,1,42,4.1,6579,2180000,2324794,0,0,0,0,0,0,0,0
10807,High Crimes,2002,33,Carl Franklin,Jim Caviezel,Morgan Freeman,Ashley Judd,Adam Scott,,115,7,48,6.4,35535,41540000,58371805,0,3,0,0,0,0,0,0
10808,Siu Lam juk kau,2001,19,Stephen Chow,Stephen Chow,Wei Zhao,Yat-Fei Wong,Man-Tat Ng,,113,0,68,7.3,67760,490000,699466,0,0,0,0,0,0,0,0
10809,Heist,2001,3,David Mamet,Gene Hackman,Rebecca Pidgeon,Danny DeVito,Delroy Lindo,,109,2,66,6.5,30961,50000,71374,2,3,0,0,0,0,0,0
10810,The End of the Tour,2015,68,James Ponsoldt,Jason Segel,Jesse Eisenberg,Anna Chlumsky,Mamie Gummer,,106,0,82,7.3,25593,2990000,3188593,0,1,0,0,0,0,0,0
10811,Mugen no jûnin,2017,84,Takashi Miike,Takuya Kimura,Hana Sugisaki,Sôta Fukushi,Hayato Ichihara,,140,3,72,6.8,11742,150000,154675,0,0,0,0,0,0,0,0
10812,The Hudsucker Proxy,1994,78,Joel Coen,Ethan Coen,Tim Robbins,Paul Newman,Jennifer Jason Leigh,Charles Durning,111,0,53,7.3,72261,2870000,4894044,1,8,0,0,0,0,0,0
10813,Shanghai Noon,2000,8,Tom Dey,Jackie Chan,Owen Wilson,Lucy Liu,Brandon Merrill,,110,0,77,6.6,110854,56940000,83577958,0,0,0,0,0,0,0,0
10814,Outlander,2008,2,Howard McCain,Jim Caviezel,Sophia Myles,Ron Perlman,Jack Huston,,115,3,40,6.3,68591,160000,187836,0,0,0,0,0,0,0,0
10815,Trois couleurs: Rouge,1994,156,Krzysztof Kieslowski,Irène Jacob,Jean-Louis Trintignant,Frédérique Feder,Jean-Pierre Lorit,,99,2,100,8.1,78681,4040000,6889177,0,0,0,0,0,0,0,0
10816,Matchstick Men,2003,109,Ridley Scott,Nicolas Cage,Alison Lohman,Sam Rockwell,Bruce Altman,,116,2,61,7.3,117301,36910000,50714485,1,1,0,0,0,0,0,0
10817,I Still Know What You Did Last Summer,1998,145,Danny Cannon,Jennifer Love Hewitt,Freddie Prinze Jr.,Brandy Norwood,Mekhi Phifer,,100,2,21,4.6,63175,40000000,62023693,0,0,0,0,0,0,0,0
10818,You Can Count on Me,2000,11,Kenneth Lonergan,Laura Linney,Matthew Broderick,Amy Ryan,Michael Countryman,,111,2,85,7.6,25856,9180000,13474634,0,0,0,1,0,0,0,0
10819,Last Holiday,2006,53,Wayne Wang,Queen Latifah,LL Cool J,Timothy Hutton,Giancarlo Esposito,,112,0,52,6.5,25840,38360000,48096498,1,1,0,0,0,0,0,0
10820,Rabbit-Proof Fence,2002,56,Phillip Noyce,Everlyn Sampi,Tianna Sansbury,Kenneth Branagh,Laura Monaghan,,94,0,80,7.5,25835,6170000,8670054,0,2,0,0,0,0,0,0
10821,The Man Without a Face,1993,11,Mel Gibson,Mel Gibson,Nick Stahl,Margaret Whitton,Fay Masterson,,115,2,62,6.7,25817,24760000,43322696,0,0,0,0,0,0,0,0
10822,Mighty Joe Young,1998,80,Ron Underwood,Bill Paxton,Charlize Theron,Rade Serbedzija,Peter Firth,,114,0,51,5.6,25788,50630000,78506490,0,1,0,0,0,0,0,0
10823,Anacondas: The Hunt for the Blood Orchid,2004,101,Dwight H. Little,Morris Chestnut,KaDee Strickland,Eugene Byrd,Johnny Messner,,97,0,40,4.6,25787,32240000,43142850,0,0,0,0,0,0,0,0
10824,Confessions of a Teenage Drama Queen,2004,292,Sara Sugarman,Lindsay Lohan,Megan Fox,Adam Garcia,Glenne Headly,,89,1,33,4.6,25773,29330000,39248753,0,0,0,0,0,0,0,0
10825,Carne trémula,1997,11,Pedro Almodóvar,Liberto Rabal,Francesca Neri,Javier Bardem,Ángela Molina,,103,2,69,7.4,25744,1540000,2424979,0,0,0,0,0,0,0,0
10826,Torque,2004,35,Joseph Kahn,Martin Henderson,Ice Cube,Monet Mazur,John Ashker,,84,2,41,4.1,25722,21220000,28396131,0,0,0,0,0,0,0,0
10827,A Mighty Heart,2007,42,Michael Winterbottom,Angelina Jolie,Dan Futterman,Irrfan Khan,Archie Panjabi,,108,2,74,6.7,25713,9180000,11190821,1,0,0,0,0,0,0,0
10828,"Everything, Everything",2017,1,Stella Meghie,Amandla Stenberg,Nick Robinson,Anika Noni Rose,Ana de la Reguera,,96,0,52,6.4,25683,34000000,35059712,0,0,0,0,0,0,0,0
10829,12 Rounds,2009,13,Renny Harlin,John Cena,Ashley Scott,Aidan Gillen,Steve Harris,,108,2,38,5.6,25669,12230000,14408929,0,0,0,0,0,0,0,0
10830,Take This Waltz,2011,24,Sarah Polley,Michelle Williams,Seth Rogen,Sarah Silverman,Aaron Abrams,,116,3,68,6.6,25667,1240000,1393362,0,2,0,0,0,0,0,0
10831,To Live and Die in L.A.,1985,3,William Friedkin,William Petersen,Willem Dafoe,John Pankow,Debra Feuer,,116,6,81,7.3,25651,17310000,40674928,0,0,0,0,0,0,0,0
10832,A Civil Action,1998,11,Steven Zaillian,John Travolta,Robert Duvall,Kathleen Quinlan,Tony Shalhoub,,115,0,68,6.6,25639,56700000,87918585,1,7,0,1,0,0,0,0
10833,Jeremiah Johnson,1972,118,Sydney Pollack,Robert Redford,Will Geer,Delle Bolton,Josh Albee,,108,0,75,7.6,25614,47740000,288562831,0,0,0,0,0,0,0,0
10834,Leaves of Grass,2009,109,Tim Blake Nelson,Edward Norton,Keri Russell,Henry Max Nelson,Lucy DeVito,,105,6,58,6.5,25597,70000,82471,0,2,0,0,0,0,0,0
10835,The End of the Tour,2015,68,James Ponsoldt,Jason Segel,Jesse Eisenberg,Anna Chlumsky,Mamie Gummer,,106,0,82,7.3,25593,2990000,3188593,0,1,0,0,0,0,0,0
10836,My Big Fat Greek Wedding 2,2016,53,Kirk Jones,Nia Vardalos,John Corbett,Michael Constantine,Lainie Kazan,,94,0,37,6.0,25584,59570000,62735134,0,0,0,0,0,0,0,0
10837,The Greatest Game Ever Played,2005,42,Bill Paxton,Shia LaBeouf,Stephen Dillane,Elias Koteas,James Paxton,,120,1,55,7.5,25572,15330000,19841106,0,0,0,0,0,0,0,0
10838,Howards End,1992,1,James Ivory,Anthony Hopkins,Emma Thompson,Vanessa Redgrave,Helena Bonham Carter,,142,0,89,7.5,25571,25970000,46781068,2,4,1,1,0,0,0,0
10839,Belle,2013,147,Amma Asante,Gugu Mbatha-Raw,Matthew Goode,Emily Watson,Miranda Richardson,,100,1,64,7.4,25491,10730000,11642098,0,4,0,0,0,0,0,0
10840,Pollock,2000,68,Ed Harris,Ed Harris,Marcia Gay Harden,Robert Knott,Molly Regan,,122,3,77,7.0,25477,8600000,12623295,0,2,1,1,0,0,0,0
10841,Joyeux Noël,2005,338,Christian Carion,Diane Kruger,Benno Fürmann,Guillaume Canet,Natalie Dessay,,116,8,70,7.8,25445,1050000,1358980,0,0,0,0,0,0,0,0
10842,Reno 911!: Miami,2007,70,Robert Ben Garant,Thomas Lennon,Robert Ben Garant,Kerri Kenney,Lennie Loftin,,84,2,47,6.0,25427,20340000,24795349,0,0,0,0,0,0,0,0
10843,The Replacement Killers,1998,13,Antoine Fuqua,Yun-Fat Chow,Mira Sorvino,Michael Rooker,Kenneth Tsang,,87,3,42,6.1,25422,18970000,29414736,1,0,0,0,0,0,0,0
10844,Species II,1998,149,Peter Medak,Natasha Henstridge,Michael Madsen,Marg Helgenberger,Mykelti Williamson,,93,3,19,4.3,25384,19170000,29724855,0,0,0,0,0,0,0,0
10845,Pride and Prejudice and Zombies,2016,248,Burr Steers,Lily James,Sam Riley,Jack Huston,Bella Heathcote,,108,2,45,5.8,45362,10910000,11489681,0,0,0,0,0,0,0,0
10846,Jetsons: The Movie,1990,25,Joseph Barbera,William Hanna,George O'Hanlon,Penny Singleton,Mel Blanc,Tiffany,82,1,46,5.6,4244,10900000,21086127,0,0,0,0,0,0,0,0
10847,Dead Man Down,2013,3,Niels Arden Oplev,Colin Farrell,Noomi Rapace,Dominic Cooper,Terrence Howard,,118,2,39,6.5,60867,10880000,11804848,0,1,0,0,0,0,0,0
10848,The Pink Panther,1963,195,Blake Edwards,David Niven,Peter Sellers,Robert Wagner,Capucine,,115,0,55,7.2,44116,10880000,89796660,1,0,0,0,0,0,0,0
10849,Rollover,1981,156,Alan J. Pakula,Jane Fonda,Kris Kristofferson,Hume Cronyn,Josef Sommer,,116,9,36,5.3,983,10850000,30161565,2,4,0,0,0,0,0,0
10850,Office Space,1999,29,Mike Judge,Ron Livingston,Jennifer Aniston,David Herman,Ajay Naidu,,89,2,68,7.8,224912,10820000,16418175,0,0,0,0,0,0,0,0
10851,Extract,2009,195,Mike Judge,Jason Bateman,Kristen Wiig,Ben Affleck,Mila Kunis,,92,2,61,6.2,42486,10810000,12735938,0,0,0,0,0,0,0,0
10852,The Darkness,2016,34,Greg McLean,Kevin Bacon,Radha Mitchell,David Mazouz,Lucy Fry,,92,8,27,4.4,12280,10730000,11300117,0,0,0,0,0,0,0,0
10853,Abandon,2002,279,Stephen Gaghan,Katie Holmes,Benjamin Bratt,Charlie Hunnam,Zooey Deschanel,,99,0,36,4.9,8727,10730000,15077744,0,0,0,0,0,0,0,0
10854,Belle,2013,147,Amma Asante,Gugu Mbatha-Raw,Matthew Goode,Emily Watson,Miranda Richardson,,100,1,64,7.4,25491,10730000,11642098,0,4,0,0,0,0,0,0
10855,Glengarry Glen Ross,1992,33,James Foley,Al Pacino,Jack Lemmon,Alec Baldwin,Alan Arkin,,100,2,80,7.8,87977,10730000,19328489,2,14,0,1,0,0,0,0
10856,The Drop,2014,22,Michaël R. Roskam,Tom Hardy,Noomi Rapace,James Gandolfini,Matthias Schoenaerts,,106,2,69,7.1,130939,10720000,11445575,0,0,0,0,0,0,0,0
